id,featur_typ_code,point_id_field,utm_zone,utm_easting,utm_northing,height,length,strsrvy_rchsrvy_id,sitesrvy_id,comments
19500,F,634665,10,614041,5871108,1.5,0,,28381,Located along the steep sideslope of the Cunningham Creek valley walls.  Barrier to fish migration.
19505,F,634681,10,608101,5874216,0.9,0,,28387,0.15 m deep plunge pool.  Located approximately 30 m upstream of the road crossing.  The falls is a definite barrier to juvenile RB and BT and a potential barrier to adults (almost certainly a barrier at the flow levels observed during the field survey).
19506,F,634683,10,608101,5874242,0.7,0,,28387,0.18 m deep plunge pool.  Located approximately 46 m upstream of road crossing.  A non-permanent feature that is a potential barrier to fish at this time.
19512,F,634698,10,610723,5864007,2.1,0,,28390,Log drop with a 0.35 m plunge pool.  Likely barrier (non-permanent).
19514,D,634703,10,611597,5861813,1.5,0,,28391,Dam constructed next to abandoned mining operation.  Permanent barrier with a 0.4 m plunge pool locted approximately 50 m upstream of reach break.
19519,F,634715,10,612771,5863245,3.9,1,,28393,No associated plunge pool.  Permanent barrier.
19547,F,636225,10,484139,5888543,1.2,0,,28441,(Length = 0.1 m)  Located at confluence.  No plunge pool present.  Definite barrier.
19600,F,638060,10,367543,6129706,2.0,,,28700,
19601,F,638062,10,367717,6129989,2.5,,,28700,
19661,F,639572,10,583697,5838591,1.5,0,,28861,View from left bank 40m upstream from fall
19665,F,639594,10,583405,5839460,6.0,1,,28868,Barrier to fish movement upstream
19677,F,640165,10,558745,5873298,0.4,0,,28897,0.45 m falls with a 0.30 m plunge pool.  Non-barrier.
19678,F,640167,10,558708,5873298,0.4,0,,28897,"0.4 m falls with 0.15 m plunge pool.  Non-permanent, non-barrier."
19679,F,640169,10,558669,5873311,0.9,0,,28897,"0.9 m falls with a 0.2 m plunge pool.  Non-permanent, non-barrier."
19680,F,640179,10,552334,5877369,0.3,0,,28901,0.31 m high falls over large woody debris with a 0.17 m plunge pool.  Potential barrier to juveniles at low flow stage.
19702,F,640506,10,577058,5892192,1.2,0,,28967,Length is 0.1 m.  Located 100 m upstream of the confluence.
19710,F,636706,10,576848,5893704,0.6,0,,28990,Log drop with 0.15 m plunge pool - likely a barrier to fish.
19711,F,640543,10,576840,5893699,0.4,0,,28990,Log drop with 0.2 m plunge pool - likely a barrier to fish.
19712,F,640547,10,577700,5890466,1.7,0,,28992,"No fish caught above the falls, but fish were captured in the plunge pool of the falls."
19815,F,642554,10,564264,5850998,0.4,0,,29241,"0.35 m falls that is a barrier to all fish as a result of the narrow channel, low discharge volume and lack of pools."
19835,F,644199,10,607084,6138197,8.0,,353895,,Approximately 200m u/s from confluence with Trapper Creek.
19836,F,644199,10,607084,6138197,8.0,,353895,,Approximately 200m u/s from confluence with Trapper Creek.
19841,F,644450,,,,20.0,50,,29404,Judged to be a barrier to fish passage.
19842,F,644460,10,337843,6186715,20.0,2,,29408,"Roll 12, frame 7 also.  Definit barrier to upstream fish passage."
19843,F,644472,9,673780,6214693,10.0,1,,29413,"These falls were judged to be an impassible barrier to upstream fish passage;  roll 13, frame 6 is also of this site"
19845,F,644487,9,686031,6224927,20.0,20,,29420,Falls viewed from air and judged to be a significant barrier to fish passage if not a barrier.
19846,F,644492,10,316388,6224578,15.0,10,,29421,Falls viewed from air that were judged to be definite barriers to stream passage
19847,F,644506,9,675153,6235615,30.0,200,,29428,Series of three falls judged to be impassable to fish.
19848,F,644513,9,624153,6239405,8.0,1,,29430,Viewed from helicopter only.  Judged to be barrier to fish passage.
19849,F,644517,9,666041,6225425,15.0,10,,29432,Judged to be an impasible barrier to fish passage.
19850,F,644527,9,651882,6241532,15.0,5,,29436,Viewed from helicopter only.  Judged to be a definit barrier to upstream fish passage.
19851,F,644529,9,656703,6232271,10.0,1,,29437,These falls were deemed a barrier to upstream fish passage
19852,F,644532,9,656515,6232337,10.0,1,,29438,These falls were deemed to be a barrier to upstream fish passage
19853,F,644539,9,656620,6232447,10.0,1,,29440,Falls were judged to be a definit barrier to fish passage
19861,F,644875,10,550668,5857728,0.7,0,,29444,Permanent bedrock falls - definite barrier to all fish.
19862,F,644877,10,550690,5857739,0.9,0,,29444,Permanent bedrock falls - definite barrier to all fish.
19865,F,644918,10,557056,5850979,1.8,0,,29462,Barrier to all fish.
19866,F,644921,10,557157,5851000,1.0,0,,29463,Barrier to all fish.
19873,F,644981,10,557437,5851863,1.4,1,,29487,1.4 m high by 0.8 m long falls.  Barrier to juvenile fish.
19874,F,644983,10,557120,5851640,2.9,2,,29487,Definite barrier to all fish.
19875,F,644990,10,559112,5849235,1.1,0,,29491,"Falls over earth, boulders, roots at the top end of the site.  45 cm plunge pool.  Barrier to all fish."
19880,F,645011,10,564151,5840599,20.0,0,,29497,"Permanent, bedrock falls.  Definite barrier to all fish."
19889,D,123465,10,379723,6098732,0.5,,355838,,Earthworks u/s of crossing has created a blockage
19911,F,649605,10,616958,6028603,1.1,1,,29600,Barrier length actually 0.6m.  At confluence with dipnet.
19912,F,649605,10,616958,6028603,1.1,1,,29600,Barrier length actually 0.6m.
19916,F,649699,10,628415,6024354,8.0,20,,29643,Falls in reach approximately 150m u/s
19917,F,649701,10,628414,6024305,3.1,1,,29643,Falls in reach approximately 100m u/s
19919,F,649733,10,629462,6035386,16.0,,,29657,Falls complex.  2 sets of 8m.  With Derek
19920,F,649733,10,629462,6035386,16.0,,,29657,"Falls with Pam.  Falls are in d/s mainstem, ILP 40387 reach 2."
19921,F,649733,10,629462,6035386,16.0,,,29657,With MS
19922,F,649733,10,629462,6035386,16.0,,,29657,With GS
19923,F,649747,10,624839,6033003,1.7,,,29663,Falls 15m from confluence.
19926,F,649794,10,613689,6025623,12.0,40,,29684,Barrier to fish passage at end of reach.
19927,F,649794,10,613689,6025623,12.0,40,,29684,Barrier to fish at end of reach.
19929,D,649812,10,615496,6027492,0.5,2,,29691,"Not a barrier, SWD jam area."
19930,F,649818,10,617001,6028055,20.0,40,,29693,Cascade falls complex.  Part of Feature NID 91188
19931,F,649818,10,617001,6028055,20.0,40,,29693,Cascade falls complex.  Part of Feature NID 91188
19932,F,649818,10,617001,6028055,70.0,50,,29693,Cascade falls section from below
19933,F,649822,10,617201,6027393,13.0,3,,29694,"Falls, cascade."
19934,F,649818,10,617001,6028055,70.0,50,,29694,"Falls, cascade complex"
19935,F,649828,10,615647,6022252,4.5,4,,29696,"with Merle, u/s"
19936,F,649830,10,615900,6022621,15.0,15,,29696,"With Brock, u/s"
19937,F,649830,10,615900,6022621,15.0,15,,29696,With Merle
19938,F,649828,10,615647,6022252,4.5,4,,29696,With Merle
19941,F,649876,10,620171,6026923,25.0,15,,29718,Falls - cascade section.
19942,F,649882,10,618984,6027094,8.0,4,,29720,with Cheryl.
19943,F,649894,10,622998,6024949,5.0,2,,29725,"Falls, barrier to fish passage."
19944,F,649894,10,622998,6024949,5.0,2,,29725,"Falls, barrier to fish passage."
19948,F,649914,10,625102,6028680,3.0,3,,29732,Falls as barrier (up)
19950,F,649924,10,627485,6034858,25.0,,,29735,Outlet of aquifer from helicopter that drains the Limestone Lakes chain.
19951,F,649924,10,627485,6034858,25.0,,,29735,Duplicate of 12
19952,F,649936,10,630473,6035481,5.0,10,,29740,Falls
19955,F,649948,10,620335,6019030,3.0,1,,29744,"Falls, with Derek as scale.  Barrier."
19956,F,651310,10,370269,6082196,2.5,2,,29755,2.5 meter falls barrier
19967,F,651466,10,358253,6087279,1.6,,,29822,falls
20060,D,655580,10,571183,5888647,,,359285,,Identified on aerial photo.
20067,F,636667,10,568036,5884006,0.8,0,,30181,Falls located at the confluence with Mask Creek.
20077,F,629817,10,579656,5884483,0.7,0,,30211,0.28 m plunge pool.
20079,F,640506,10,570116,5889790,2.0,0,,30214,"Falls, 1.0 m deep plunge pool."
20087,F,636706,10,570434,5886954,1.0,1,,30219,"Length is 0.8 m, with a 0.5 m plunge pool.  Located 50 m upstream of the reach break."
20091,F,636641,10,571852,5885483,1.0,0,,30225,Plunge pool of 0.45 m.
20238,F,340161,10,516488,5914143,0.9,,,30520,13m u/s of abandoned road.
20240,F,340167,10,516056,5914843,0.9,0,,30521,Natural drop in bed 140m u/s
20241,F,340181,10,516064,5914912,1.1,0,,30521,Natural drop in bed 75m u/s
20257,F,659983,10,510717,5914237,1.9,0,,30528,Falls over consolidated fines 240m u/s
20258,F,659985,10,510717,5914237,0.9,0,,30528,Falls over consolidated fines 240m u/s
20264,F,660003,10,504254,5916452,0.7,0,,30534,0.5m deep plunge pool.
20267,F,660013,10,503986,5918024,0.5,,,30538,"0.5m drop over Act roots to a 0.53m deep plunge pool, located 95 m upstream of the confluence. Barrier to fish."
20277,F,340127,10,515160,5906048,0.8,0,,30563,80m upstream. Drop in channel bed over a large root with insufficient discharge to remove this semi-permanent barrier.
20278,F,340129,10,515176,5906083,0.7,0,,30563,95m upstream. Drop in channel bed over a large root with insufficient discharge to remove this semi-permanent barrier.
20282,F,660067,10,515447,5905638,0.5,0,,30564,Fall over tree roots with no plunge pool. Barrier to fish.
20285,F,660078,10,516209,5905352,0.6,0,,30569,"Associated with a mature (50cm dbh) Sx, with a .21m plunge pool, located 50 m upstream of the road."
20345,F,662231,10,471426,5879638,0.4,0,,30709,Drop in the channel bed over embedded LWD with a 0.19 m plunge pool.  Likely barrier to juvenile fish.
20370,F,662336,10,485514,5877879,0.5,0,,30764,Drop in channel bed over grass bank with 0.8 m plunge pool - not a barrier.
20372,F,662704,9,646571,5979919,2.0,,363447,,Barrier to fish migration
20373,F,662712,9,647818,5978052,3.0,,363450,,3 m falls at start of reach 300 m upstream of lake at reach 12/13 break
20376,F,664160,9,642154,5977090,10.0,,364171,,10m bedrock falls.
20378,F,664357,9,634999,5987093,1.5,,,30789,440 m upstream of ILP 22704.
20380,F,664372,9,629021,5985239,2.0,,,30800,2 m falls over mossy bedrock.
20388,F,664593,,,,10.0,10,,30880,Barrier to upstream fish migration
20389,F,664593,,,,10.0,10,,30880,Barrier to upstream fish migration
20397,F,664719,,,,9.0,,,30917,two step falls 4m and 5m
20484,F,665118,,,,3.0,,364507,,ALLOWS PASSAGE SPORTFISH/ OBSTRUCTS SPORTFISH
20488,F,665165,,,,5.0,,,31039,
20519,F,666506,11,702608,5441943,10.0,,365037,,
20521,F,666670,11,700278,5438368,1.0,,365117,,
20522,F,666672,11,699856,5438277,5.0,,365117,,
20524,F,666732,11,697888,5436425,10.0,,365145,,
20525,F,666734,11,698027,5436293,10.0,,365145,,
20527,F,666926,11,701089,5443043,10.0,,365239,,
20529,F,667206,11,699067,5438670,10.0,,,31254,"Falls, PI30004000"
20530,F,667208,11,699020,5438723,15.0,,,31254,"Falls, PI30004000"
20533,F,667246,11,711653,5435832,5.0,,,31270,"Falls, PI30004000"
20534,F,667248,11,711610,5435757,15.0,,,31270,"Falls, PI30004000"
20553,F,670746,9,494518,6171813,15.0,,,31364,impassable barrier - located approx 20m u/s from mouth
20554,F,670764,9,486552,6178361,2.0,,,31372,Located 30m from wetland
20556,F,670776,9,485432,6182950,7.0,,,31376,Impassable to all fish. Located 40m u/s from UTM
20559,F,670793,9,489433,6176080,7.0,,,31382,Impassable barrier to all fish
20563,F,670811,9,489757,6176072,10.0,,,31387,located 50m u/s from top of above cascade
20565,F,670835,9,495018,6164918,18.0,,,31398,Impassable barrier to fish
20567,F,670844,9,494801,6164712,12.0,,,31401,At mouth-impassable to all fish
20568,F,670851,9,496805,6169685,4.0,,,31405,Impassable -50m u/s from ILP 65034
20569,F,670857,9,494519,6171844,4.0,3,,31408,Located 10m u/s from ILP 65052. Impassable to fish
20570,F,670862,9,494874,6171770,8.0,13,,31410,Definite barrier - preceded by numerous cascades/chutes that may impede fish passage
20573,F,670880,9,491482,6171446,30.0,,,31416,definitely impassable barrier
20575,F,670894,9,491147,6174708,5.0,,,31422,approx 150m u/s from lower boundary - impassable barrier
20576,F,670897,9,491256,6175850,15.0,,,31423,60m d/s from lake outlet - impassable barrier to fish
20578,F,670911,9,487466,6174852,4.0,,,31428,"bedrock, permanent - impassable to fish"
20581,F,670929,9,485156,6183241,10.0,,,31435,located 50m u/s from cascade
20585,F,670948,9,488521,6183503,15.0,,,31442,Impassable - 100m u/s from cascade d/s
20613,F,673422,9,520145,6222832,6.0,,368176,,
20614,F,673678,9,517883,6232965,20.0,,368303,,
20617,F,673770,9,518969,6234011,10.0,,368346,,
20618,F,673772,9,518624,6234168,20.0,,368346,,
20619,F,673828,9,524134,6234200,5.0,,368373,,
20638,F,677519,9,703267,5736228,1.5,,370103,,1.5m drop 70m u/s (reach break)
20642,F,678463,9,688693,5725513,20.0,100,370571,,"Determined by videography, August 14, 1997"
20654,F,678659,9,689996,5719601,14.0,,370657,,falls are at 270m u/s of confluence with Kilippi Creek
20655,F,678707,9,691814,5718899,2.5,,370680,,2.5m drop at confluence with Kilippi Ck (no pool at base)
20656,F,678713,9,692366,5718926,10.0,2,370682,,this falls (straight plunge) measured by aerial estimate
20657,F,678819,9,685915,5724570,40.0,,370734,,
20658,F,678825,9,685972,5724884,5.0,,370736,,5m vertical falls at confluence with Machmell mainstem.
20662,F,678951,9,692871,5726944,4.0,,370795,,35% gradient to top of falls over LWD (260m u/s)
20669,F,679153,9,704294,5727890,1.7,,370889,,"vertical falls at 0+265m d/s ""Mountain Goat Creek"" - confirmed in field"
20676,F,679321,9,705574,5727256,8.0,,370966,,
20677,F,679325,9,705520,5727193,6.0,,370967,,
20680,F,679585,9,693988,5750351,4.0,,371094,,
20683,F,679731,9,685088,5753526,5.0,50,371164,,"Falls.  Videography August 14, 1997"
20686,F,680082,9,699214,5729740,3.0,,,31651,falls at 160m u/s confluence with Syme Creek
20697,F,680194,9,701974,5733743,10.0,,,31742,SERIES OF WATERFALLS OVER BOULDERS
20762,F,689018,11,667604,5467511,2.1,1,,32254,falls overgrown and undercuts  sale=net
20775,F,689107,11,671569,5476790,7.5,3,,32305,u/s view of falls
20776,F,689109,11,671641,5476806,15.0,3,,32305,u/s view of falls
20777,D,57743,10,490864,6071781,2.0,,,32417,THIS IS A DEBRIS JAM 2m HIGH -LIKELY BLOCKS FISH PASSAGE
20778,D,57743,10,490864,6071781,2.0,,,32417,"THIS IS THE SAME FEATURE RECRDED ABOVE, WITH A DIFFERENT PHOTO."
20781,D,689773,9,621312,5944146,3.0,,376978,,HAT0062
20783,F,689825,9,630668,5934545,2.0,0,377003,,SKR0059
20785,F,690047,9,620682,5943199,3.4,0,377112,,HAT0062
20793,F,690244,9,629895,5935722,1.2,,,32544,1.2 m falls with 0.5 m plunge pool is a barrier to RB: located 250 m upstream of the confluence with Cummins Creek.
20798,F,690263,9,630072,5931816,1.3,,,32553,50 m upstream of Cummins Creek.
20817,F,696078,9,522301,6056144,2.0,,380048,,
20818,F,696080,9,522132,6056055,5.0,,380048,,
20819,F,696082,9,522257,6056105,3.0,,380048,,
20820,F,696214,9,515040,6065361,20.0,,380113,,
20822,F,696244,9,525151,6066841,3.0,,380126,,
20823,F,696246,9,525142,6066937,10.0,,380126,,
20824,F,696248,9,525140,6067013,5.0,,380126,,
20825,F,696248,9,525140,6067013,3.0,,380158,,
20826,F,696348,9,515529,6073801,15.0,,380175,,Same photo as NID 5011.
20827,F,696350,9,515689,6073816,30.0,,380175,,Same photo as NID 5012.
20828,F,696354,9,516332,6073766,10.0,,380176,,
20829,F,696356,9,516399,6073825,3.0,,380176,,
20830,F,696358,9,516527,6073940,3.0,,380176,,
20831,F,696360,9,518321,6074935,12.0,,380176,,
20832,F,696366,9,522875,6075579,10.0,,380178,,
20834,F,696384,9,516998,6072988,20.0,,380185,,
20837,F,696464,9,521197,6081244,100.0,,380222,,Aerial estimate.
20838,F,696505,9,513557,6090204,20.0,,380243,,
20839,F,696537,9,513977,6084717,30.0,,380258,,
20840,F,696591,9,512332,6087522,5.0,,380284,,
20844,F,696661,9,524806,6053114,1.0,,,32620,falls -- meter stick in photo (50 m u/s of road)
20848,F,696728,9,520115,6065326,10.0,,,32679,
20849,F,696730,9,520111,6065321,5.0,,,32679,
20859,F,697179,11,426991,5473642,5.5,0,,32755,"Bottom of reach 2, upstream migration barrier."
20860,F,699470,10,497402,5589798,20.0,,381785,,
20863,F,699804,10,494710,5589104,2.0,,,32767,Possible barrier R#9
20865,F,699820,10,477031,5586616,10.0,10,,32773,Barrier at d/s end of reach.
20866,F,699824,10,504720,5586750,,7,,32774,u/s barrier to fish 50 m d/s of UTM above.
20868,F,699838,10,497062,5590100,2.0,,,32779,Mouth of Wasp.
20870,F,699842,10,497066,5590110,2.0,,,32779,Side channel at mouth of Wasp.
20875,F,699888,10,474968,5586899,30.0,150,,32797,Fish Barrier.
21023,D,702224,11,573861,5505490,2.0,,,32946,Reservoir pond behind dam is 123m long.
21031,F,704339,,,,5.0,,383860,,Height estimated during overview helicopter flight.
21032,F,704438,11,599185,5442565,12.0,20,383909,,Impassible to all fish species.
21033,F,704339,,,,5.0,,,33066,Viewed from helicopter during overview flight.
21040,F,705612,11,557410,5506430,3.6,,384422,,Impassable falls in mid-reach. Barrier to all species.
21041,F,705666,11,559554,5511844,1.2,,384448,,Migration barrier to all species.
21042,F,705668,11,559627,5511829,1.0,,384448,,Migration barier to all species.
21043,F,705670,11,559627,5511829,2.0,,384448,,Migration barrier to all species.
21044,F,705672,11,559662,5511815,1.0,,384448,,Migration barrier to all species.
21045,F,705674,11,559699,5511805,2.0,,384448,,Migration barrier to all species.
21046,F,705676,11,559699,5511805,2.0,,384448,,Migration barrier to all species.
21047,F,705724,11,561588,5508618,2.0,,384471,,Impassable barrier.
21048,F,705728,11,558342,5510151,25.0,,384472,,
21057,F,705930,11,565258,5503760,25.0,,,33114,Impassable falls.
21062,F,705954,11,558426,5511974,3.0,,,33121,Barrier to all migration.
21064,F,705964,11,557723,5510612,1.2,,,33124,"Total barrier to juveniles, but adults could migrate upstream of this falls, as a .75m residual pool exists at the downstream end."
21065,F,705966,11,557723,5510612,0.9,,,33124,Likely barrier to all fish.
21072,F,705998,11,556987,5506831,1.6,,,33133,Falls; partial barrier - adults may be able to migrate around left edge.
21087,F,706550,10,595340,6150571,30.0,,384753,,Falls
21088,F,706680,10,589000,6158300,12.0,,384817,,At reach 4 reach break.
21092,F,706700,10,595650,6150032,8.0,,384823,,Falls.
21107,F,706864,,,,,,,33237,Small waterfall
21108,F,706866,,,,,,,33237,"High step falls, gradient of 35%"
21109,F,706868,10,591217,6155076,,,,33237,High falls
21163,F,711428,10,459730,5930847,0.9,,,33438,90 cm falls into pool
21191,F,713915,11,499463,5568198,30.0,,387877,,barrier in reach 1
21192,F,713915,11,499463,5568198,30.0,,387877,,same as above
21193,F,713915,11,499463,5568198,30.0,,,33655,falls barrier in reach 1 of little john creek
21195,F,713998,11,492819,5567305,3.0,5,,33659,falls - see photo 19
21650,F,720155,11,350135,5673101,15.0,0,390345,,At start of reach
21662,F,720205,11,324701,5656930,4.0,,390358,,Bedrock falls immediately u/s of road crossing
21676,F,720253,11,328200,5655810,4.0,,390368,,
21678,F,720257,11,328248,5655750,2.5,,390368,,
21689,F,720309,11,336393,5671743,1.0,0,390383,,At 80 m u/s of Nid 80233.
21690,F,720311,11,336275,5671823,1.2,0,390383,,Falls located 125 m u/s of 7 m falls.
21691,F,720313,11,336336,5671760,3.0,0,390383,,Located 180 m u/s of 7 m falls
21692,F,720315,11,338448,5671797,4.0,0,390383,,"Falls, 15 m wide"
21694,F,720319,11,336161,5671860,7.0,0,390383,,Near bottom reach break
21729,F,720519,11,328926,5665410,6.0,,390448,,
21857,F,721289,11,350663,5669928,4.5,,390705,,4.5m falls located on the top of reach.
21871,F,721445,11,328963,5665910,1.1,0,,34311,At 5 m u/s of start of site.
21880,F,721480,11,328121,5663291,2.5,,,34327,2.5 m bedrock falls.
21891,F,721514,11,350129,5673156,15.0,,,34339,15m falls 50m u/s of POC.
21892,F,721516,11,350133,5673228,20.0,,,34339,20m falls 150m u/s of POC.
21893,F,721518,11,350169,5673359,3.0,,,34339,3m falls 300m u/s of POC.
21895,F,721528,11,327042,5655217,2.0,0,,34345,Bedrock falls.
21903,F,721549,11,329268,5667978,4.0,,,34353,Bedrock falls
21920,F,721592,11,335187,5668060,2.5,5,,34362,Falls located at 230 m u/s.
21995,F,723673,10,488344,6201906,4.0,,,34708,4 m impassible barrier
21996,F,723673,10,470557,6314160,30.0,,,34741,impassable falls 500 m upstream
22024,F,728074,10,604468,5832935,11.5,,393458,,FALLS BOTTOM OF R 1-1 IMPASSABLE
22267,D,737628,10,393973,5977936,1.0,,398022,,"Identified on Trim Map, no record"
22283,F,738540,10,393520,5986207,3.5,1,,35603,Falls
22284,F,738542,10,393512,5986207,2.0,1,,35603,Falls
22286,F,738540,10,393520,5986207,3.5,1,,35603,Falls
22287,F,738542,10,393512,5986207,2.0,1,,35603,Falls
22290,D,738582,10,393947,5977912,1.5,100,,35621,Ducks Unlimited dam @ upper reach break
22291,D,738582,10,393947,5977912,1.5,100,,35621,Ducks Unlimited dam @ upper reach break
22316,D,738728,10,397756,5980101,1.0,1,,35681,narrow iron dam constructed by Ducks Unlimited to maintain H2O levels in Centre Lake (has sluice gate)
22317,D,738728,10,397756,5980101,1.0,1,,35681,narrow iron dam constructed by Ducks Unlimited to maintain H2O levels in Centre Lake (has sluice gate)
22358,F,740115,9,439998,6074712,5.0,,,35754,Definite barrier to fish.
22362,F,740147,9,444651,6076677,4.0,,,35766,Impassable to fish. Located 215m u/s from mouth.
22364,F,740165,9,444971,6075249,2.0,,,35774,At mouth - impassable
22367,F,740188,9,432551,6084432,3.0,,,35783,Barrier to all fish - marks anadromous species distribution limit. Preceded by 3 cascades.
22368,F,740192,9,432600,6084500,4.0,,,35784,Definite impassable - part of mapped cascade section.
22369,F,740196,9,437489,6080447,4.0,,,35785,"Located ~ 100m u/s from road. Definite juvenile barrier, likely adult barrier but maybe resident DV above?"
22370,F,740206,9,444919,6075610,2.5,,,35789,Impassable to fish
22396,F,740387,10,602619,6574361,0.3,0,,35867,0.3 X 0.1 m drop in bed height.
22402,F,746749,10,552407,6092990,2.0,0,402220,,
22403,F,746983,10,540865,6083760,3.0,1,402336,,"Falls, possible barrier to fish migration."
22404,F,746983,10,540865,6083760,3.0,1,402336,,"Falls, possible barrier to fish migration."
22409,F,747589,10,551365,6094601,5.0,0,402635,,
22410,F,747589,10,551365,6094601,5.0,0,402635,,
22411,F,747591,10,553460,6096159,10.0,0,402635,,
22412,F,747591,10,553460,6096159,10.0,0,402635,,
22415,F,748026,10,548885,6082632,4.0,4,,35875,u/s with Brock.
22416,F,748026,10,548885,6082632,4.0,4,,35875,u/s with Brock.
22417,F,748026,10,548885,6082632,4.0,4,,35875,u/s with Brock.
22418,F,748026,10,548885,6082632,4.0,4,,35875,u/s with Brock.
22423,F,748062,10,552892,6079978,2.5,1,,35891,Falls at mouth
22424,F,748062,10,552892,6079978,2.5,1,,35891,Falls at mouth
22425,F,748062,10,552892,6079978,2.5,1,,35891,Falls at mouth
22426,F,748062,10,552892,6079978,2.5,1,,35891,Falls at mouth
22427,F,748092,10,548920,6086305,8.0,2,,35905,at confluence with Anzac with Pam
22428,F,748092,10,548920,6086305,8.0,2,,35905,at confluence with Anzac with Pam
22429,F,748092,10,548920,6086305,8.0,2,,35905,at confluence with Anzac with Pam
22431,F,544869,10,541375,6088897,3.0,1,,35941,Falls near start of reach.
22432,F,544877,10,549066,6087860,10.0,0,,35944,Falls at confluence with receiving reach.
22440,F,544957,10,541634,6103350,5.0,2,,35979,Falls ~ 50m from confluence
22441,F,544959,10,541634,6103370,10.0,3,,35979,"Falls at confluence.  Feature length is actually 2.5m, forced to round in FDIS"
22442,F,545001,10,551365,6091583,30.0,,,35999,Definite migration barrier just below confluence of this reach with receiving reach.
22474,F,545243,10,542452,6079623,5.4,4,,36101,First fall 2m.
22475,F,545243,10,542452,6079623,5.4,4,,36101,Extent and upper falls.
22477,F,545255,10,538675,6085575,10.0,5,,36105,Falls at confluence
22486,F,748110,10,550742,6082990,8.0,1,,36117,Showing falls.
22487,F,748110,10,550742,6082990,8.0,1,,36117,Showing falls.  Part of large cascade complex.
22488,F,748114,10,550517,6082987,8.0,1,,36118,"falls complex from helicopter, u/s end"
22491,F,748114,10,550517,6082987,8.0,1,,36118,Falls complex from heilcopter
22493,F,748114,10,550517,6082987,8.0,1,,36118,"falls complex from helicopter, u/s end"
22496,F,748114,10,550517,6082987,8.0,1,,36118,Falls complex from heilcopter
22498,F,748114,10,550517,6082987,8.0,1,,36118,"falls complex from helicopter, u/s end"
22501,F,748114,10,550517,6082987,8.0,1,,36118,Falls complex from heilcopter
22503,F,748114,10,550517,6082987,8.0,1,,36118,"falls complex from helicopter, u/s end"
22506,F,748114,10,550517,6082987,8.0,1,,36118,Falls complex from heilcopter
22519,F,748136,10,548444,6082246,2.0,2,,36125,Smooth faced waterfall.
22521,F,748140,10,547900,6081150,7.0,10,,36125,Falls.  Chris for scale
22522,F,748136,10,548444,6082246,2.0,2,,36125,Smooth faced waterfall.
22524,F,748140,10,547900,6081150,7.0,10,,36125,Falls.  Chris for scale
22525,F,748136,10,548444,6082246,2.0,2,,36125,Smooth faced waterfall.
22527,F,748140,10,547900,6081150,7.0,10,,36125,Falls.  Chris for scale
22528,F,748136,10,548444,6082246,2.0,2,,36125,Smooth faced waterfall.
22530,F,748140,10,547900,6081150,7.0,10,,36125,Falls.  Chris for scale
22539,F,748182,10,553027,6080274,1.5,2,,36143,Small falls at mouth.
22540,F,748182,10,553027,6080274,1.5,2,,36143,Small falls at mouth.
22541,F,748182,10,553027,6080274,1.5,2,,36143,Small falls at mouth.
22542,F,748182,10,553027,6080274,1.5,2,,36143,Small falls at mouth.
22566,F,545301,10,544561,6090981,1.8,0,,36166,Falls - LWD embedded across channel causing bed elevation.
22570,F,545313,10,550065,6087060,2.0,0,,36169,
22584,F,545381,10,546219,6097950,4.0,0,,36195,Falls near confluence with N. Anzac.
22586,F,545389,10,542343,6096681,3.0,0,,36197,Definite fish barrier.
22587,F,545397,10,547269,6103125,4.0,0,,36200,Near confluence with -45100-7200
22594,F,545413,10,539197,6100753,1.0,0,,36204,Possible barrier to fish
22595,F,545415,10,539245,6101426,7.0,2,,36204,Barrier to fish passage.
22599,F,545463,10,551321,6091381,30.0,15,,36224,Large falls located at stream confluence with Anzac.
22600,F,545463,10,551321,6091381,30.0,15,,36224,Large falls located at stream confluence with Anzac.
22602,F,545473,10,551202,6104387,3.0,0,,36227,Falls over bedrock bench.
22605,F,545481,10,553845,6097252,3.0,2,,36229,Falls.
22607,F,545481,10,553845,6097252,3.0,15,,36230,"From heli, canyonous section with falls/barrier in reach/section below"
22608,F,545495,10,559062,6099180,2.5,1,,36234,Potential fish movement barrier.  Several similar falls located within reach.
22609,F,545499,10,552542,6097765,12.0,3,,36235,Large falls at bottom of steep narrow canyon.
22613,F,545529,10,556390,6103036,4.0,0,,36246,Falls barrier.
22614,F,545529,10,556390,6103036,4.0,0,,36246,Falls barrier.
22618,F,545541,10,551640,6103410,2.0,1,,36249,2m falls located 10m from confluence.
22619,F,545548,10,551187,6104110,1.5,,,36252,Falls - bedrock.
22620,F,545550,10,551150,6104115,2.0,,,36252,Falls - debris.
22621,F,545558,10,556331,6093258,20.0,0,,36255,1st reach downstream was noted to contain a high gradient incised canyon with multiple cascades and falls which would stop any upstream fish access.
22622,F,545566,10,563215,6086468,4.0,1,,36258,Bedrock restriction and 4m falls into entrenched canyon.  Height and velocity barrier.
22624,F,545574,10,559073,6090308,15.0,0,,36260,Showing barrier to fish.
22625,F,545574,10,559073,6090308,15.0,0,,36260,Showing barrier to fish.
22630,F,545598,10,562415,6083680,40.0,10,,36268,Definite migration barrier slightly below cirque lake at top of this reach
22631,F,545610,10,561837,6092915,6.0,0,,36273,From heli - showing fish barrier.
