stream_crossing_id,watershed_group_code,updated_barrier_result_code,reviewer,notes
58056,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
58058,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58061,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58063,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58065,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58074,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58075,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58076,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58077,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58079,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58080,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58082,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58084,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58089,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58091,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58094,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58095,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58096,BULK,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
58097,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58098,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58101,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58102,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58104,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
58105,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58106,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
58109,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58110,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
58111,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
58112,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58113,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58114,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58115,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58117,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58118,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58119,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
58120,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58121,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58122,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58123,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58124,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58127,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58129,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58131,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58132,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58133,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
58134,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
58135,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
58136,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58137,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58138,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
58140,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
58143,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
58145,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58146,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58147,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58148,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58149,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58150,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
58163,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58164,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58180,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
58181,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58182,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58184,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58187,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58188,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
58195,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
58196,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
58197,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58198,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58200,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58201,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58202,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58203,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58204,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58205,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58206,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58207,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
58208,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
58209,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
58212,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
58214,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
58215,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58217,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
58218,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58220,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58221,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58222,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58224,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58230,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
58231,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58233,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58236,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58237,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58240,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58241,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58244,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58248,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58249,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
58265,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
58269,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58270,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58281,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
58282,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
58283,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
58284,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
58285,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
58286,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58288,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58289,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58294,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58298,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58305,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58309,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58310,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58315,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58324,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58334,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
58339,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58342,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58343,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58344,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58345,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
58347,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
58348,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58349,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
58350,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
58351,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
58352,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58353,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58354,BULK,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
58356,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58357,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58359,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
58363,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123349,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123354,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
123358,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123359,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123360,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123361,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123362,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123366,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123376,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123378,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123379,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123383,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123394,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123395,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123396,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123412,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123414,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123424,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123425,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123430,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123439,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123441,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
123507,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123512,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
123514,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
123515,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
123516,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123521,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123523,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123525,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123526,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123529,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123531,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123542,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123543,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123545,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123546,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123549,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123552,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123554,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
123556,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123557,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
123564,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
123566,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123571,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
123572,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123574,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
123578,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123580,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
123582,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123583,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123585,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123588,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123591,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123592,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123594,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123597,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123621,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123622,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123623,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123624,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123625,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123626,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123640,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123641,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123654,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123655,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123656,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
123657,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123660,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123661,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123669,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123670,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123677,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123681,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123685,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123692,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123693,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123694,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123698,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123701,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123702,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123703,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123704,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123714,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123728,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123734,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123735,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123742,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123765,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123768,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123774,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123780,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123781,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123783,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123784,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123786,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123788,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123796,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123800,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123801,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
123802,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124160,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
124161,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124162,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124169,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124175,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124186,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
124187,BULK,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
124189,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124190,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124192,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124193,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124194,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
124195,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
124196,BULK,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
124198,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
124199,BULK,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
124200,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
124201,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
124202,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
124204,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124205,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
124206,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124207,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
124208,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124209,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124210,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124211,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
124212,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124213,BULK,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
124214,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
124215,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
124216,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124217,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124218,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
124219,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
124220,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124221,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
124222,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
124224,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124225,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124226,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
124227,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
124228,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
124229,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
124281,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124282,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
124283,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124284,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124289,BULK,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
124290,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124432,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
124435,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124441,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
124442,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124464,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124465,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124469,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124474,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124476,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124477,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124481,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124482,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124490,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124495,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124496,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124497,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124508,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195222,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195223,BULK,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
195224,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195225,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195226,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
195227,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195230,BULK,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
195231,BULK,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
195232,BULK,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
195233,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195234,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
195238,BULK,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
195239,BULK,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
195240,BULK,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
195241,BULK,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
195242,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
195244,BULK,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
195245,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
195246,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195247,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
195249,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195251,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195252,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
195253,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195255,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195256,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195263,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195265,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195270,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195271,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195272,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195273,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195276,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195282,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195285,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195286,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195287,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195293,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195295,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195296,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195297,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195298,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195302,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195320,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
195321,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195323,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
195330,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195332,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
195333,BULK,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
195341,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195342,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195343,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195346,BULK,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
195347,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195350,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195352,BULK,BARRIER,CWF,based on assessment comments (and imagery review where required)
195353,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195354,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195358,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195359,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195360,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195361,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195362,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195367,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195372,BULK,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
195373,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195382,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195383,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195387,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195388,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195389,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195390,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195391,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195395,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195396,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195397,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195398,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195399,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195400,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195402,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195403,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195404,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195405,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195412,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195413,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195426,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195427,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195434,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195436,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195438,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195439,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195440,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195441,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
195442,BULK,PASSABLE,CWF,based on assessment comments (and imagery review where required)
