stream_crossing_id,user_barrier_status,watershed_group_code,reviewer_name,review_date,notes
124195,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124198,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124200,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124201,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124202,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124204,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124205,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124206,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124207,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124208,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124209,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124210,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124211,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124212,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124214,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124215,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124216,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124217,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124218,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124219,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124220,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124221,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124222,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124224,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124225,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124226,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124227,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124228,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124229,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124281,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124282,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124283,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124284,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124285,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124290,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124432,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124435,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124441,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124442,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124445,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124464,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124465,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124469,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124474,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124476,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124477,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124481,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124482,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124490,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124495,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124496,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124497,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
124508,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195222,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195224,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195225,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195226,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195227,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195233,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195234,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195242,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195245,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195246,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195247,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195249,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195251,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195252,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195253,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195255,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195256,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195263,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195265,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195270,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195271,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195272,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195273,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195276,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195282,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195285,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195286,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195287,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195293,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195294,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195295,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195296,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195297,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195298,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195302,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195320,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195321,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195323,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195330,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195332,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195341,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195342,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195343,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195347,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195350,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195352,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195353,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195354,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195358,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195359,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195360,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195361,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195362,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195367,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195373,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195382,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195383,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195387,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195388,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195389,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195390,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195391,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195395,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195396,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195397,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195398,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195399,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195400,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195402,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195403,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195404,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195405,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195412,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195413,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195426,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195427,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195434,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195436,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195438,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195439,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195440,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195441,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195442,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195443,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195444,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195445,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195448,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195449,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195452,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195454,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195455,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195456,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195457,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195459,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195460,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195461,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195462,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195463,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195465,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195466,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195468,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195473,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195474,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195478,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195481,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195482,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195483,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195484,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195486,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195487,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195489,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195490,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195492,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195493,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195502,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195506,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195507,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195509,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195510,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195512,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195513,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195514,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195516,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195518,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195530,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195531,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195533,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195534,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195535,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195540,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195541,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195542,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195544,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195548,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195551,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195554,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195555,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195556,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195557,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195560,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195561,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195562,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195563,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195564,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195565,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195569,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195575,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195576,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195921,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195922,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195926,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195927,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195928,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195929,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195930,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195931,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195933,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195937,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195939,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195940,BARRIER,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195941,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195942,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195945,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195950,PASSABLE,BULK,LB,2024-02-27,"Based on assessment comments, structure is a ford and no fish passage concerns"
195958,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195959,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195961,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195964,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195966,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195969,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195970,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195971,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195972,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195973,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195974,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195975,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195977,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
195978,PASSABLE,BULK,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50062,PASSABLE,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50063,BARRIER,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50064,BARRIER,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50065,PASSABLE,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50066,PASSABLE,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50067,BARRIER,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50068,POTENTIAL,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50069,BARRIER,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50072,BARRIER,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50074,PASSABLE,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50076,BARRIER,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50077,BARRIER,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50078,BARRIER,ELKR,CWF,2021-01-01,NJO - is a barrier but low potential habtiat based on assessment comments (and imagery review where required)
50079,BARRIER,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50080,PASSABLE,ELKR,CWF,2021-01-01,NJO - based on assessment comments (and imagery review where required)
50081,POTENTIAL,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50083,PASSABLE,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50084,BARRIER,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50085,BARRIER,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50086,POTENTIAL,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50087,PASSABLE,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50088,PASSABLE,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50089,PASSABLE,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50090,BARRIER,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50091,BARRIER,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50092,PASSABLE,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50093,BARRIER,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50094,PASSABLE,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50095,BARRIER,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50096,PASSABLE,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50097,BARRIER,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50098,PASSABLE,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50099,BARRIER,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50100,BARRIER,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50101,BARRIER,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50102,BARRIER,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50103,BARRIER,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50104,BARRIER,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50105,BARRIER,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50106,BARRIER,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50107,BARRIER,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50108,PASSABLE,ELKR,CWF,2021-01-01,NJO - based on assessment comments (and imagery review where required)
50109,PASSABLE,ELKR,CWF,2021-01-01,NJO - based on assessment comments (and imagery review where required)
50110,BARRIER,ELKR,CWF,2021-01-01,NJO - based on assessment comments (and imagery review where required)
50111,PASSABLE,ELKR,CWF,2021-01-01,NJO - based on assessment comments (and imagery review where required)
50112,POTENTIAL,ELKR,CWF,2021-01-01, NJO - Very shallow - low quality habitat - based on assessment comments (and imagery review where required)
50113,PASSABLE,ELKR,CWF,2021-01-01,NJO - based on assessment comments (and imagery review where required)
50114,PASSABLE,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50115,BARRIER,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50116,PASSABLE,ELKR,CWF,2021-01-01,NJObased on assessment comments (and imagery review where required)
50117,PASSABLE,ELKR,CWF,2021-01-01,NJO - based on assessment comments (and imagery review where required)
50118,POTENTIAL,ELKR,CWF,2021-01-01,NJO - Step pools present - natural barrier? (based on assessment comments (and imagery review where required)
50119,BARRIER,ELKR,CWF,2021-01-01,NJO - large culvert - flag for review (based on assessment comments (and imagery review where required)
50120,PASSABLE,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50121,PASSABLE,ELKR,CWF,2021-01-01,NJO - based on assessment comments (and imagery review where required)
50122,PASSABLE,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50123,PASSABLE,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50124,POTENTIAL,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50125,PASSABLE,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50126,PASSABLE,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50127,PASSABLE,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50128,PASSABLE,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50129,PASSABLE,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50130,PASSABLE,ELKR,CWF,2021-01-01,NJO - based on assessment comments (and imagery review where required)
50131,PASSABLE,ELKR,CWF,2021-01-01,NJO - looks quite shallow based on assessment comments (and imagery review where required)
50132,PASSABLE,ELKR,CWF,2021-01-01,NJO - Very wide definitely passable (based on assessment comments (and imagery review where required)
50133,BARRIER,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50135,PASSABLE,ELKR,CWF,2021-01-01,NJO - based on assessment comments (and imagery review where required)
50136,PASSABLE,ELKR,CWF,2021-01-01,NJO - based on assessment comments (and imagery review where required)
50137,BARRIER,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50138,PASSABLE,ELKR,CWF,2021-01-01,NJO - based on assessment comments (and imagery review where required)
50139,BARRIER,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50140,PASSABLE,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50141,PASSABLE,ELKR,CWF,2021-01-01,NJO - based on assessment comments (and imagery review where required)
50142,BARRIER,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50143,PASSABLE,ELKR,CWF,2021-01-01,NJO - based on assessment comments (and imagery review where required)
50144,PASSABLE,ELKR,CWF,2021-01-01,NJO - based on assessment comments (and imagery review where required)
50145,POTENTIAL,ELKR,CWF,2021-01-01,NJO - based on assessment comments (and imagery review where required)
50146,PASSABLE,ELKR,CWF,2021-01-01,NJO - based on assessment comments (and imagery review where required)
50147,PASSABLE,ELKR,CWF,2021-01-01,NJO - based on assessment comments (and imagery review where required)
50148,BARRIER,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50149,POTENTIAL,ELKR,CWF,2021-01-01,NJO - based on assessment comments (and imagery review where required)
50150,PASSABLE,ELKR,CWF,2021-01-01,NJO - based on assessment comments (and imagery review where required)
50151,PASSABLE,ELKR,CWF,2021-01-01,NJO - based on assessment comments (and imagery review where required)
50152,BARRIER,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50153,BARRIER,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50155,BARRIER,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50156,PASSABLE,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50159,BARRIER,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50160,BARRIER,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50162,PASSABLE,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50163,PASSABLE,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50164,PASSABLE,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50165,PASSABLE,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50166,PASSABLE,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
50167,PASSABLE,ELKR,CWF,2021-01-01,based on assessment comments (and imagery review where required)
